state,population,date,deaths
AR,3017804,2022-03-23,11152
AR,3017804,2022-03-24,11165
AR,3017804,2022-03-25,11203
AR,3017804,2022-03-26,11209
AR,3017804,2022-03-27,11210
AR,3017804,2022-03-28,11211
AR,3017804,2022-03-29,11211
AR,3017804,2022-03-30,11218
AR,3017804,2022-03-31,11230
AS,55641,2022-01-01,0
AS,55641,2022-01-02,0
AS,55641,2022-01-03,0
AS,55641,2022-01-04,0
AS,55641,2022-01-05,0
AS,55641,2022-01-06,0
AS,55641,2022-01-07,0
AS,55641,2022-01-08,0
AS,55641,2022-01-09,0
AS,55641,2022-01-10,0
AS,55641,2022-01-11,0
AS,55641,2022-01-12,0
AS,55641,2022-01-13,0
AS,55641,2022-01-14,0
AS,55641,2022-01-15,0
AS,55641,2022-01-16,0
AS,55641,2022-01-17,0
AS,55641,2022-01-18,0
AS,55641,2022-01-19,0
AS,55641,2022-01-20,0
AS,55641,2022-01-21,0
AS,55641,2022-01-22,0
AS,55641,2022-01-23,0
AS,55641,2022-01-24,0
AS,55641,2022-01-25,0
AS,55641,2022-01-26,0
AS,55641,2022-01-27,0
AS,55641,2022-01-28,0
AS,55641,2022-01-29,0
AS,55641,2022-01-30,0
AS,55641,2022-01-31,0
AS,55641,2022-02-01,0
AS,55641,2022-02-02,0
AS,55641,2022-02-03,0
AS,55641,2022-02-04,0
AS,55641,2022-02-05,0
AS,55641,2022-02-06,0
AS,55641,2022-02-07,0
AS,55641,2022-02-08,0
AS,55641,2022-02-09,0
AS,55641,2022-02-10,0
AS,55641,2022-02-11,0
AS,55641,2022-02-12,0
AS,55641,2022-02-13,0
AS,55641,2022-02-14,0
AS,55641,2022-02-15,0
AS,55641,2022-02-16,0
AS,55641,2022-02-17,0
AS,55641,2022-02-18,0
AS,55641,2022-02-19,0
AS,55641,2022-02-20,0
AS,55641,2022-02-21,0
AS,55641,2022-02-22,0
AS,55641,2022-02-23,0
AS,55641,2022-02-24,0
AS,55641,2022-02-25,0
AS,55641,2022-02-26,0
AS,55641,2022-02-27,0
AS,55641,2022-02-28,0
AS,55641,2022-03-01,0
AS,55641,2022-03-02,0
AS,55641,2022-03-03,0
AS,55641,2022-03-04,0
AS,55641,2022-03-05,0
AS,55641,2022-03-06,0
AS,55641,2022-03-07,0
AS,55641,2022-03-08,0
AS,55641,2022-03-09,0
AS,55641,2022-03-10,0
AS,55641,2022-03-11,0
AS,55641,2022-03-12,0
AS,55641,2022-03-13,0
AS,55641,2022-03-14,0
AS,55641,2022-03-15,0
AS,55641,2022-03-16,0
AS,55641,2022-03-17,0
AS,55641,2022-03-18,0
AS,55641,2022-03-19,0
AS,55641,2022-03-20,0
AS,55641,2022-03-21,0
AS,55641,2022-03-22,0
AS,55641,2022-03-23,0
AS,55641,2022-03-24,0
AS,55641,2022-03-25,1
AS,55641,2022-03-26,1
AS,55641,2022-03-27,1
AS,55641,2022-03-28,2
AS,55641,2022-03-29,2
AS,55641,2022-03-30,2
AS,55641,2022-03-31,3
AZ,7278717,2022-01-01,24354
AZ,7278717,2022-01-02,24355
AZ,7278717,2022-01-03,24355
AZ,7278717,2022-01-04,24509
AZ,7278717,2022-01-05,24570
AZ,7278717,2022-01-06,24586
AZ,7278717,2022-01-07,24616
AZ,7278717,2022-01-08,24704
AZ,7278717,2022-01-09,24773
AZ,7278717,2022-01-10,24773
AZ,7278717,2022-01-11,24986
AZ,7278717,2022-01-12,24992
AZ,7278717,2022-01-13,25002
AZ,7278717,2022-01-14,25068
AZ,7278717,2022-01-15,25068
