date,state,inpatient_beds
2021-01-24T00:00:00.000,HI,1726.2
2021-01-24T00:00:00.000,IA,4543.3
2021-01-24T00:00:00.000,ID,1821.7
2021-01-24T00:00:00.000,IL,19032.2
2021-01-24T00:00:00.000,IN,10405.9
2021-01-24T00:00:00.000,KS,4668.099999999999
2021-01-24T00:00:00.000,KY,7478.400000000001
2021-01-24T00:00:00.000,LA,8927.8
2021-01-24T00:00:00.000,MA,13565.6
2021-01-24T00:00:00.000,MD,8218.8
2021-01-24T00:00:00.000,ME,1980.1000000000001
2021-01-24T00:00:00.000,MI,15324.5
2021-01-24T00:00:00.000,MN,6767.0
2021-01-24T00:00:00.000,MO,11415.4
2021-01-24T00:00:00.000,MP,50.3
2021-01-24T00:00:00.000,MS,5202.1
2021-01-24T00:00:00.000,MT,1730.4
2021-01-24T00:00:00.000,NC,16704.1
2021-01-24T00:00:00.000,ND,1273.5
2021-01-24T00:00:00.000,NE,2581.8
2021-01-24T00:00:00.000,NH,1933.8
2021-01-24T00:00:00.000,NJ,14710.4
2021-01-24T00:00:00.000,NM,2656.6
2021-01-24T00:00:00.000,NV,5624.8
2021-01-24T00:00:00.000,NY,36082.9
2021-01-24T00:00:00.000,OH,20262.2
2021-01-24T00:00:00.000,OK,6546.9
2021-01-24T00:00:00.000,OR,4813.4
2021-01-24T00:00:00.000,PA,23540.3
2021-01-24T00:00:00.000,PR,4505.4
2021-01-24T00:00:00.000,RI,1802.8
2021-01-24T00:00:00.000,SC,7643.3
2021-01-24T00:00:00.000,SD,1351.9
2021-01-24T00:00:00.000,TN,12657.1
2021-01-24T00:00:00.000,TX,46276.0
2021-01-24T00:00:00.000,UT,3202.3
2021-01-24T00:00:00.000,VA,12024.2
2021-01-24T00:00:00.000,VI,93.0
2021-01-24T00:00:00.000,VT,746.7
2021-01-24T00:00:00.000,WA,8657.7
2021-01-24T00:00:00.000,WI,7324.4
2021-01-24T00:00:00.000,WV,3906.3
2021-01-24T00:00:00.000,WY,536.0
2021-01-31T00:00:00.000,AK,619.1
2021-01-31T00:00:00.000,AL,10558.9
2021-01-31T00:00:00.000,AR,5284.9
2021-01-31T00:00:00.000,AZ,10543.8
2021-01-31T00:00:00.000,CA,49025.9
2021-01-31T00:00:00.000,CO,6724.7
2021-01-31T00:00:00.000,CT,6123.9
2021-01-31T00:00:00.000,DC,2384.3
2021-01-31T00:00:00.000,DE,1858.9
2021-01-31T00:00:00.000,FL,41197.0
2021-01-31T00:00:00.000,GA,15131.1
2021-01-31T00:00:00.000,GU,190.39999999999998
2021-01-31T00:00:00.000,HI,1704.2
2021-01-31T00:00:00.000,IA,4539.5
2021-01-31T00:00:00.000,ID,1749.8
2021-01-31T00:00:00.000,IL,18915.1
2021-01-31T00:00:00.000,IN,10226.5
2021-01-31T00:00:00.000,KS,4531.6
2021-01-31T00:00:00.000,KY,7396.7
2021-01-31T00:00:00.000,LA,8642.9
2021-01-31T00:00:00.000,MA,13295.4
2021-01-31T00:00:00.000,MD,7972.2
2021-01-31T00:00:00.000,ME,1956.2
2021-01-31T00:00:00.000,MI,15041.1
2021-01-31T00:00:00.000,MN,6719.099999999999
2021-01-31T00:00:00.000,MO,11284.0
2021-01-31T00:00:00.000,MP,48.3
2021-01-31T00:00:00.000,MS,5125.8
2021-01-31T00:00:00.000,MT,1689.7
2021-01-31T00:00:00.000,NC,16515.7
2021-01-31T00:00:00.000,ND,1283.4
2021-01-31T00:00:00.000,NE,2580.8
2021-01-31T00:00:00.000,NH,1927.1
2021-01-31T00:00:00.000,NJ,14505.5
2021-01-31T00:00:00.000,NM,2600.7000000000003
2021-01-31T00:00:00.000,NV,5469.5
2021-01-31T00:00:00.000,NY,35559.3
2021-01-31T00:00:00.000,OH,20083.0
2021-01-31T00:00:00.000,OK,6374.3
2021-01-31T00:00:00.000,OR,4726.7
2021-01-31T00:00:00.000,PA,23027.6
2021-01-31T00:00:00.000,PR,4613.7
2021-01-31T00:00:00.000,RI,1783.9
2021-01-31T00:00:00.000,SC,7390.7
2021-01-31T00:00:00.000,SD,1318.0
2021-01-31T00:00:00.000,TN,12199.4
2021-01-31T00:00:00.000,TX,45610.5
2021-01-31T00:00:00.000,UT,3078.9
