date,inpatient_beds,state,series_complete_yes,booster_doses
2022-01-09,540756.2,TN,3523708.4285714286,1290529.0
2022-01-09,540756.2,TX,16612142.142857144,4940243.714285715
2022-01-09,540756.2,VA,5832541.571428572,2241027.8571428573
2022-01-09,540756.2,VI,53994.857142857145,12791.142857142857
2022-01-09,540756.2,VT,485944.4285714286,247228.0
2022-01-09,540756.2,WA,5193284.714285715,2061461.857142857
2022-01-09,540756.2,WI,3625701.4285714286,1681101.4285714286
2022-01-09,540756.2,WV,990961.7142857143,384868.71428571426
2022-01-09,540756.2,WY,276480.5714285714,101724.85714285714
2022-01-09,540756.2,RI,815399.4285714285,362360.14285714284
2022-01-09,540756.2,MS,1448541.5714285714,423974.28571428574
2022-01-09,540756.2,PA,8220450.285714285,2744557.1428571427
2022-01-09,540756.2,MO,3264947.714285714,1122545.0
2022-01-09,540756.2,AL,2349452.4285714286,670206.2857142857
2022-01-09,540756.2,AR,1553799.857142857,491668.14285714284
2022-01-09,540756.2,AS,34792.71428571428,3778.1428571428573
2022-01-09,540756.2,AZ,4175446.5714285714,1321087.5714285714
2022-01-09,540756.2,CA,26322471.42857143,9272947.57142857
2022-01-09,540756.2,CO,3832138.714285714,1619361.2857142857
2022-01-09,540756.2,CT,2676330.4285714286,1088242.0
2022-01-09,540756.2,DC,479538.14285714284,137317.7142857143
2022-01-09,540756.2,DE,628350.7142857143,225778.14285714287
2022-01-09,540756.2,FL,13666892.714285715,4493186.857142857
2022-01-09,540756.2,GA,5451916.428571428,1592764.7142857143
2022-01-09,540756.2,GU,127435.42857142857,33626.71428571428
2022-01-09,540756.2,HI,0.0,0.0
2022-01-09,540756.2,AK,413807.85714285716,147915.14285714287
2022-01-09,540756.2,IA,1869513.2857142857,858499.8571428572
2022-01-09,540756.2,MN,3709639.4285714286,1779091.4285714286
2022-01-09,540756.2,MI,5701662.285714285,2461909.285714286
2022-01-09,540756.2,ME,1023984.0,471222.71428571426
2022-01-09,540756.2,MD,4275560.714285715,1685215.857142857
2022-01-09,540756.2,MA,5153546.857142857,2090648.4285714286
2022-01-09,540756.2,MP,40564.42857142857,14339.142857142857
2022-01-09,540756.2,KY,2434697.285714286,899744.7142857143
2022-01-09,540756.2,KS,1669967.5714285714,583984.2857142857
2022-01-09,540756.2,IN,3512436.4285714286,1280254.7142857143
2022-01-09,540756.2,IL,8182144.857142857,3315515.8571428573
2022-01-09,540756.2,ID,828833.5714285715,326363.0
2022-01-09,540756.2,LA,2349676.8571428573,761004.0
2022-01-16,540573.3,OK,2141208.8571428573,701267.0
2022-01-16,540573.3,OH,6536189.285714285,2998826.714285714
2022-01-16,540573.3,NY,14163609.142857144,5220738.714285715
2022-01-16,540573.3,NV,1762526.5714285714,576090.1428571428
2022-01-16,540573.3,NM,1405812.0,591042.4285714285
2022-01-16,540573.3,NH,922696.7142857143,152956.57142857142
2022-01-16,540573.3,OR,2827932.0,1218229.0
2022-01-16,540573.3,NE,1170821.142857143,510877.0
2022-01-16,540573.3,ND,405215.0,155570.42857142858
2022-01-16,540573.3,NC,6019157.571428572,1343822.4285714286
2022-01-16,540573.3,MT,581768.7142857143,244288.57142857142
2022-01-16,540573.3,NJ,6343109.428571428,2411715.8571428573
2022-01-16,540573.3,PA,8285581.0,2920394.285714286
