state,date,series_complete_yes,booster_doses
VI,2022-01-11,54203,13533
VI,2022-01-12,54287,13627
VI,2022-01-13,54326,13748
VI,2022-01-14,54378,13874
VI,2022-01-15,54425,14094
VI,2022-01-16,54428,14097
VI,2022-01-17,54431,14111
VI,2022-01-18,54433,14118
VI,2022-01-19,54595,14217
VI,2022-01-20,54776,14307
VI,2022-01-21,54837,14388
VI,2022-01-22,54888,14514
VI,2022-01-23,54889,14521
VI,2022-01-24,54889,14524
VI,2022-01-25,54958,14615
VI,2022-01-26,55029,14697
VI,2022-01-27,55077,14755
VI,2022-01-28,55126,14798
VI,2022-01-29,55226,14928
VI,2022-01-30,55230,14929
VI,2022-01-31,55234,14931
VI,2022-02-01,55268,14984
VI,2022-02-02,55331,15033
VI,2022-02-03,55354,15083
VI,2022-02-04,55375,15134
VI,2022-02-05,55432,15201
VI,2022-02-06,55433,15202
VI,2022-02-07,55437,15206
VI,2022-02-08,55467,15251
VI,2022-02-09,55530,15291
VI,2022-02-10,55585,15345
VI,2022-02-11,55609,15381
VI,2022-02-12,55640,15476
VI,2022-02-13,55642,15483
VI,2022-02-14,55642,15484
VI,2022-02-15,55673,15512
VI,2022-02-16,55747,15547
VI,2022-02-17,55784,15575
VI,2022-02-18,55802,15606
VI,2022-02-19,55825,15662
VI,2022-02-20,55825,15664
VI,2022-02-21,55825,15664
VI,2022-02-22,55830,15673
VI,2022-02-23,55883,15719
VI,2022-02-24,55901,15733
VI,2022-02-25,55911,15761
VI,2022-02-26,55949,15807
VI,2022-02-27,55949,15807
VI,2022-02-28,55949,15807
VI,2022-03-01,55975,15844
VI,2022-03-02,55985,15871
VI,2022-03-03,56006,15890
VI,2022-03-04,56030,15904
VI,2022-03-05,56058,15948
VI,2022-03-06,56059,15949
VI,2022-03-07,56059,15950
VI,2022-03-08,56086,15968
VI,2022-03-09,56136,15985
VI,2022-03-10,56152,16003
VI,2022-03-11,56169,16025
VI,2022-03-12,56196,16052
VI,2022-03-13,56196,16053
VI,2022-03-14,56196,16053
VI,2022-03-15,56200,16061
VI,2022-03-16,56255,16082
VI,2022-03-17,56272,16095
VI,2022-03-18,56288,16105
VI,2022-03-19,56316,16125
VI,2022-03-20,56317,16125
VI,2022-03-21,56317,16125
VI,2022-03-22,56359,16154
VI,2022-03-23,56365,16161
VI,2022-03-24,56381,16168
VI,2022-03-25,56387,16180
VI,2022-03-26,56402,16195
VI,2022-03-27,56402,16195
VI,2022-03-28,56402,16196
VI,2022-03-29,56411,16206
VI,2022-03-30,56414,16213
VI,2022-03-31,56429,16231
VT,2022-01-01,484216,240489
VT,2022-01-02,484216,240489
VT,2022-01-03,485068,244024
VT,2022-01-04,485140,244412
VT,2022-01-05,485232,244792
VT,2022-01-06,485667,246026
VT,2022-01-07,486220,248045
VT,2022-01-08,486797,250184
VT,2022-01-09,487487,253113
VT,2022-01-10,488036,255548
VT,2022-01-11,488332,257271
VT,2022-01-12,488609,258823
VT,2022-01-13,488977,260456
VT,2022-01-14,489473,262292
VT,2022-01-15,489869,264596
VT,2022-01-16,490397,267278
VT,2022-01-17,490737,269211
VT,2022-01-18,490756,269259
VT,2022-01-19,492275,271598
VT,2022-01-20,492527,272329
VT,2022-01-21,492857,273390
VT,2022-01-22,493185,274658
VT,2022-01-23,493552,275879
VT,2022-01-24,493840,277020
VT,2022-01-25,494049,278009
VT,2022-01-26,494175,278472
VT,2022-01-27,494414,279409
VT,2022-01-28,494648,280189
VT,2022-01-29,494861,280875
VT,2022-01-30,495233,281862
VT,2022-01-31,495441,282486
VT,2022-02-01,495648,283117
VT,2022-02-02,495818,283411
VT,2022-02-03,496026,283921
VT,2022-02-04,496295,284631
VT,2022-02-05,496355,284753
VT,2022-02-06,496773,285683
VT,2022-02-07,496943,286067
VT,2022-02-08,497047,286257
VT,2022-02-09,497216,286561
VT,2022-02-10,497411,287003
VT,2022-02-11,497669,287431
VT,2022-02-12,497904,287869
VT,2022-02-13,498140,288280
VT,2022-02-14,498350,288704
VT,2022-02-15,498518,289129
VT,2022-02-16,498618,289322
VT,2022-02-17,498844,289608
VT,2022-02-18,499033,290031
VT,2022-02-19,499195,290407
VT,2022-02-20,499412,290779
VT,2022-02-21,499570,291085
VT,2022-02-22,499674,291300
VT,2022-02-23,499759,291445
VT,2022-02-24,499883,291711
VT,2022-02-25,499508,291857
VT,2022-02-26,499644,292156
VT,2022-02-27,499783,292440
VT,2022-02-28,499885,292619
VT,2022-03-01,499921,292699
VT,2022-03-02,500027,292827
VT,2022-03-03,500556,293172
VT,2022-03-04,500684,293433
VT,2022-03-05,501128,294268
VT,2022-03-06,501312,294536
VT,2022-03-07,501425,294754
VT,2022-03-08,501491,294861
VT,2022-03-09,501541,294956
VT,2022-03-10,501669,295171
VT,2022-03-11,501365,295328
VT,2022-03-12,501573,295691
VT,2022-03-13,501726,295960
VT,2022-03-14,501806,296132
VT,2022-03-15,501840,296209
VT,2022-03-16,501868,296252
VT,2022-03-17,501977,296453
VT,2022-03-18,502069,296682
VT,2022-03-19,502173,296897
VT,2022-03-20,502263,297100
VT,2022-03-21,502336,297257
VT,2022-03-22,501960,297320
VT,2022-03-23,501999,297413
VT,2022-03-24,502244,297637
VT,2022-03-25,502329,297829
VT,2022-03-26,502410,298037
VT,2022-03-27,502412,298043
VT,2022-03-28,502499,298199
VT,2022-03-29,502605,298423
VT,2022-03-30,502645,298490
VT,2022-03-31,502896,298754
WA,2022-01-01,5177022,1984286
WA,2022-01-02,5177022,1984286
WA,2022-01-03,5177097,1984372
WA,2022-01-04,5185346,2027734
WA,2022-01-05,5189138,2042097
WA,2022-01-06,5193988,2064102
WA,2022-01-07,5199469,2088489
WA,2022-01-08,5203888,2111524
WA,2022-01-09,5204067,2111915
WA,2022-01-10,5204177,2112099
WA,2022-01-11,5215698,2169838
WA,2022-01-12,5220644,2190445
WA,2022-01-13,5226744,2217581
WA,2022-01-14,5232259,2241218
WA,2022-01-15,5236747,2264995
WA,2022-01-16,5236856,2265321
WA,2022-01-17,5236925,2265493
WA,2022-01-18,5236984,2265599
WA,2022-01-19,5291722,2332255
WA,2022-01-20,5295058,2349797
WA,2022-01-21,5299102,2368322
WA,2022-01-22,5299260,2368677
WA,2022-01-23,5299434,2368920
WA,2022-01-24,5299557,2369076
WA,2022-01-25,5310090,2429661
WA,2022-01-26,5313334,2446800
WA,2022-01-27,5316790,2462826
WA,2022-01-28,5320354,2476631
WA,2022-01-29,5324687,2492343
WA,2022-01-30,5324878,2492546
WA,2022-01-31,5324945,2492627
WA,2022-02-01,5334250,2530350
WA,2022-02-02,5338226,2541946
WA,2022-02-03,5341909,2552767
WA,2022-02-04,5345423,2563464
WA,2022-02-05,5349430,2574132
WA,2022-02-06,5349653,2574314
WA,2022-02-07,5349723,2574375
WA,2022-02-08,5356916,2596211
WA,2022-02-09,5360899,2606134
WA,2022-02-10,5364543,2614684
WA,2022-02-11,5367993,2622591
WA,2022-02-12,5371949,2631995
WA,2022-02-13,5372091,2632110
WA,2022-02-14,5372158,2632154
WA,2022-02-15,5379287,2650740
WA,2022-02-16,5381884,2655798
WA,2022-02-17,5412079,2661741
WA,2022-02-18,5416734,2670260
WA,2022-02-19,5419707,2676649
WA,2022-02-20,5419782,2676768
WA,2022-02-21,5419796,2676784
WA,2022-02-22,5419934,2676811
WA,2022-02-23,5428712,2697531
WA,2022-02-24,5431648,2703739
WA,2022-02-25,5434472,2709134
WA,2022-02-26,5437090,2713907
WA,2022-02-27,5437448,2714001
WA,2022-02-28,5437533,2714041
WA,2022-03-01,5443025,2725951
WA,2022-03-02,5445086,2729693
WA,2022-03-03,5447180,2734077
WA,2022-03-04,5449397,2738070
WA,2022-03-05,5451649,2742401
WA,2022-03-06,5451745,2742489
WA,2022-03-07,5451776,2742504
WA,2022-03-08,5456338,2751922
WA,2022-03-09,5457927,2755139
WA,2022-03-10,5459733,2758811
WA,2022-03-11,5461432,2761970
WA,2022-03-12,5463188,2765231
WA,2022-03-13,5463254,2765291
WA,2022-03-14,5463322,2765346
WA,2022-03-15,5466261,2771032
WA,2022-03-16,5468432,2775875
WA,2022-03-17,5469983,2779182
WA,2022-03-18,5471446,2782262
WA,2022-03-19,5472879,2784898
WA,2022-03-20,5472938,2784965
WA,2022-03-21,5472964,2784987
WA,2022-03-22,5475543,2790869
WA,2022-03-23,5477458,2794790
WA,2022-03-24,5479182,2799100
WA,2022-03-25,5480862,2803448
WA,2022-03-26,5482167,2806125
WA,2022-03-27,5482229,2806165
WA,2022-03-28,5482267,2806201
WA,2022-03-29,5484600,2810806
WA,2022-03-30,5486067,2813568
WA,2022-03-31,5487268,2816019
WI,2022-01-01,3611924,1619586
WI,2022-01-02,3611924,1619586
WI,2022-01-03,3612048,1619771
WI,2022-01-04,3618725,1653877
WI,2022-01-05,3622142,1666068
WI,2022-01-06,3625956,1682576
WI,2022-01-07,3629808,1697935
WI,2022-01-08,3633470,1714778
WI,2022-01-09,3637761,1732705
WI,2022-01-10,3640584,1743188
WI,2022-01-11,3641640,1748826
WI,2022-01-12,3644539,1761647
WI,2022-01-13,3648131,1777142
WI,2022-01-14,3651979,1792769
WI,2022-01-15,3655322,1806992
WI,2022-01-16,3655433,1807409
WI,2022-01-17,3655467,1807560
WI,2022-01-18,3655498,1807669
WI,2022-01-19,3669223,1845095
WI,2022-01-20,3672612,1856781
WI,2022-01-21,3676151,1867838
WI,2022-01-22,3679616,1878302
WI,2022-01-23,3682975,1889217
WI,2022-01-24,3684342,1895682
WI,2022-01-25,3685067,1899299
WI,2022-01-26,3687544,1906178
WI,2022-01-27,3690547,1914749
WI,2022-01-28,3693665,1922852
WI,2022-01-29,3696820,1931525
WI,2022-01-30,3700443,1940532
WI,2022-01-31,3703247,1945951
WI,2022-02-01,3704241,1948637
WI,2022-02-02,3706816,1954076
WI,2022-02-03,3709883,1960662
WI,2022-02-04,3713050,1966933
WI,2022-02-05,3716457,1973165
WI,2022-02-06,3719776,1979189
WI,2022-02-07,3721864,1982603
WI,2022-02-08,3722906,1984492
WI,2022-02-09,3725291,1989169
WI,2022-02-10,3728134,1993761
WI,2022-02-11,3731103,1998043
WI,2022-02-12,3733697,2002231
WI,2022-02-13,3736571,2006645
WI,2022-02-14,3738069,2008780
WI,2022-02-15,3738944,2010092
WI,2022-02-16,3740680,2013107
WI,2022-02-17,3743051,2016824
WI,2022-02-18,3745359,2020288
WI,2022-02-19,3747663,2023899
WI,2022-02-20,3747746,2024010
WI,2022-02-21,3747777,2024052
WI,2022-02-22,3747815,2024078
WI,2022-02-23,3753447,2033044
WI,2022-02-24,3754939,2035373
WI,2022-02-25,3755043,2035509
WI,2022-02-26,3758625,2041064
WI,2022-02-27,3760578,2044128
WI,2022-02-28,3761636,2045547
WI,2022-03-01,3762012,2046329
WI,2022-03-02,3763402,2048517
WI,2022-03-03,3765007,2051356
WI,2022-03-04,3766565,2054782
WI,2022-03-05,3767931,2057073
WI,2022-03-06,3769307,2059739
WI,2022-03-07,3770067,2060949
WI,2022-03-08,3770480,2061609
WI,2022-03-09,3771502,2063609
WI,2022-03-10,3772654,2065816
WI,2022-03-11,3773829,2067820
WI,2022-03-12,3775755,2072825
WI,2022-03-13,3776971,2075031
WI,2022-03-14,3777481,2075917
WI,2022-03-15,3777764,2076376
WI,2022-03-16,3778622,2078078
WI,2022-03-17,3779552,2079856
WI,2022-03-18,3780383,2081567
WI,2022-03-19,3781421,2083497
WI,2022-03-20,3781466,2083569
WI,2022-03-21,3781521,2083629
WI,2022-03-22,3783053,2086814
WI,2022-03-23,3783759,2088317
WI,2022-03-24,3784664,2090271
WI,2022-03-25,3785590,2092059
WI,2022-03-26,3786455,2093759
WI,2022-03-27,3787412,2095705
WI,2022-03-28,3787426,2095737
WI,2022-03-29,3787966,2096816
WI,2022-03-30,3788693,2098237
WI,2022-03-31,3789564,2099941
WV,2022-01-01,987714,373083
WV,2022-01-02,987714,373083
WV,2022-01-03,987762,373178
WV,2022-01-04,989663,380013
WV,2022-01-05,990374,382401
WV,2022-01-06,991161,385349
WV,2022-01-07,992050,388752
WV,2022-01-08,992836,392136
WV,2022-01-09,992886,392252
WV,2022-01-10,992914,392300
WV,2022-01-11,994062,397108
WV,2022-01-12,994710,399234
WV,2022-01-13,995507,401688
WV,2022-01-14,996308,404462
WV,2022-01-15,996976,407009
WV,2022-01-16,997040,407144
WV,2022-01-17,997075,407199
WV,2022-01-18,997105,407242
WV,2022-01-19,1001032,413718
WV,2022-01-20,1001402,414791
WV,2022-01-21,1001978,416313
WV,2022-01-22,1002548,417752
WV,2022-01-23,1002599,417856
WV,2022-01-24,1002627,417891
WV,2022-01-25,1003779,421677
WV,2022-01-26,1004286,422931
WV,2022-01-27,1004874,424524
WV,2022-01-28,1005525,426155
WV,2022-01-29,1006133,427586
WV,2022-01-30,1006201,427686
WV,2022-01-31,1006239,427713
WV,2022-02-01,1007172,430040
WV,2022-02-02,1007597,431077
WV,2022-02-03,1008163,432257
WV,2022-02-04,1008784,433677
WV,2022-02-05,1009400,434867
WV,2022-02-06,1009456,434911
WV,2022-02-07,1009473,434929
WV,2022-02-08,1010473,436676
WV,2022-02-09,1010906,437514
WV,2022-02-10,1011450,438471
WV,2022-02-11,1011866,439420
WV,2022-02-12,1012408,440613
WV,2022-02-13,1012504,440698
WV,2022-02-14,1012532,440725
WV,2022-02-15,1013464,442470
WV,2022-02-16,1013794,443112
WV,2022-02-17,1014276,443706
WV,2022-02-18,1014631,444466
WV,2022-02-19,1015030,445205
WV,2022-02-20,1015060,445250
WV,2022-02-21,1015077,445273
WV,2022-02-22,1015134,445305
WV,2022-02-23,1016115,446961
WV,2022-02-24,1016453,447529
WV,2022-02-25,1016846,448243
WV,2022-02-26,1017207,448923
WV,2022-02-27,1017258,448963
WV,2022-02-28,1017296,448998
WV,2022-03-01,1017894,450235
WV,2022-03-02,1018196,450662
WV,2022-03-03,1018500,451173
WV,2022-03-04,1018825,451768
WV,2022-03-05,1019190,452372
WV,2022-03-06,1019226,452436
WV,2022-03-07,1019239,452459
WV,2022-03-08,1019725,453255
WV,2022-03-09,1019963,453557
WV,2022-03-10,1020458,454136
WV,2022-03-11,1020783,454542
WV,2022-03-12,1021083,454967
WV,2022-03-13,1021102,455003
WV,2022-03-14,1021118,455012
WV,2022-03-15,1021586,455667
WV,2022-03-16,1021806,455962
WV,2022-03-17,1022106,456406
WV,2022-03-18,1022393,456902
WV,2022-03-19,1022638,457404
WV,2022-03-20,1022656,457431
WV,2022-03-21,1022665,457444
WV,2022-03-22,1023038,458249
WV,2022-03-23,1023057,458282
WV,2022-03-24,1023102,458346
WV,2022-03-25,1023630,459314
WV,2022-03-26,1023817,459671
WV,2022-03-27,1023839,459702
WV,2022-03-28,1023852,459712
WV,2022-03-29,1024188,460276
WV,2022-03-30,1024327,460537
WV,2022-03-31,1024540,460843
WY,2022-01-01,275399,99249
WY,2022-01-02,275399,99249
WY,2022-01-03,275433,99291
WY,2022-01-04,276039,100781
WY,2022-01-05,276287,101227
WY,2022-01-06,276574,101993
WY,2022-01-07,276612,102066
WY,2022-01-08,277200,103332
WY,2022-01-09,277219,103384
WY,2022-01-10,277233,103393
WY,2022-01-11,277704,104638
WY,2022-01-12,277945,105336
WY,2022-01-13,278260,106103
WY,2022-01-14,278516,106761
WY,2022-01-15,278783,107592
WY,2022-01-16,278811,107641
WY,2022-01-17,278815,107648
WY,2022-01-18,278831,107673
WY,2022-01-19,280926,109119
WY,2022-01-20,286666,111865
WY,2022-01-21,286846,112339
WY,2022-01-22,287026,112961
WY,2022-01-23,287066,113013
WY,2022-01-24,287072,113025
WY,2022-01-25,287131,113072
WY,2022-01-26,287660,114447
WY,2022-01-27,287854,114925
WY,2022-01-28,288042,115443
WY,2022-01-29,288279,116007
WY,2022-01-30,288323,116078
WY,2022-01-31,288335,116091
WY,2022-02-01,288654,116748
WY,2022-02-02,288798,116995
WY,2022-02-03,289000,117293
WY,2022-02-04,289157,117536
WY,2022-02-05,289414,117840
WY,2022-02-06,289454,117888
WY,2022-02-07,289461,117894
WY,2022-02-08,289500,117917
WY,2022-02-09,289594,117968
WY,2022-02-10,290248,119020
WY,2022-02-11,290595,119287
WY,2022-02-12,290847,119599
WY,2022-02-13,290880,119637
WY,2022-02-14,290886,119644
WY,2022-02-15,290953,119692
WY,2022-02-16,291386,120166
WY,2022-02-17,291651,120416
WY,2022-02-18,291827,120600
WY,2022-02-19,292007,120790
WY,2022-02-20,292043,120831
WY,2022-02-21,292047,120833
WY,2022-02-22,292056,120837
WY,2022-02-23,292377,121286
WY,2022-02-24,292555,121512
WY,2022-02-25,292661,121621
WY,2022-02-26,292787,121755
WY,2022-02-27,292813,121778
WY,2022-02-28,292815,121783
WY,2022-03-01,293046,122034
WY,2022-03-02,293140,122175
WY,2022-03-03,293275,122323
WY,2022-03-04,293406,122460
WY,2022-03-05,293507,122588
WY,2022-03-06,293521,122599
WY,2022-03-07,293525,122605
WY,2022-03-08,293707,122838
WY,2022-03-09,293793,122944
WY,2022-03-10,293820,122970
WY,2022-03-11,293952,123189
WY,2022-03-12,294053,123314
WY,2022-03-13,294067,123327
WY,2022-03-14,294070,123327
WY,2022-03-15,294285,123567
WY,2022-03-16,294355,123659
WY,2022-03-17,294445,123820
WY,2022-03-18,294533,123979
WY,2022-03-19,294628,124127
WY,2022-03-20,294637,124141
WY,2022-03-21,294640,124142
WY,2022-03-22,294733,124345
WY,2022-03-23,294946,124522
WY,2022-03-24,295086,124782
WY,2022-03-25,295172,124895
WY,2022-03-26,295241,125051
WY,2022-03-27,295252,125054
WY,2022-03-28,295254,125057
WY,2022-03-29,295348,125221
WY,2022-03-30,295443,125611
WY,2022-03-31,295522,125768
