state,date,series_complete_yes,booster_doses
OK,2022-02-20,2206518.0,792021.7142857143
OK,2022-02-27,2214336.5714285714,799655.4285714285
OK,2022-03-06,2219386.1428571427,805214.7142857143
OK,2022-03-13,2224882.4285714286,811252.2857142857
OK,2022-03-20,2230047.1428571427,816454.8571428572
OK,2022-03-27,2234428.8571428573,821756.2857142857
OK,2022-04-03,2237468.25,825480.75
OR,2022-01-02,2805578.0,1106555.0
OR,2022-01-09,2811636.1428571427,1135759.7142857143
OR,2022-01-16,2827932.0,1218229.0
OR,2022-01-23,2843967.0,1296785.4285714286
OR,2022-01-30,2855615.0,1360284.5714285714
OR,2022-02-06,2866578.1428571427,1406302.7142857143
OR,2022-02-13,2876268.4285714286,1436703.857142857
OR,2022-02-20,2885795.8571428573,1460014.2857142857
OR,2022-02-27,2892995.4285714286,1475882.142857143
OR,2022-03-06,2899865.8571428573,1491946.5714285714
OR,2022-03-13,2904759.0,1502973.4285714286
OR,2022-03-20,2909850.8571428573,1514022.5714285714
OR,2022-03-27,2913537.4285714286,1522806.857142857
OR,2022-04-03,2916069.25,1529208.75
PA,2022-01-02,8175381.0,2619108.0
PA,2022-01-09,8220450.285714285,2744557.1428571427
PA,2022-01-16,8285581.0,2920394.285714286
PA,2022-01-23,8341549.714285715,3134832.0
PA,2022-01-30,8392624.42857143,3299246.4285714286
PA,2022-02-06,8442218.142857144,3374959.0
PA,2022-02-13,8488895.57142857,3427516.0
PA,2022-02-20,8526290.142857144,3470304.285714286
PA,2022-02-27,8558569.857142856,3511131.5714285714
PA,2022-03-06,8589062.285714285,3544237.0
PA,2022-03-13,8605974.714285715,3561436.0
PA,2022-03-20,8623754.285714285,3582663.8571428573
PA,2022-03-27,8639729.285714285,3604564.285714286
PA,2022-04-03,8650698.0,3620057.25
PR,2022-01-02,2461506.0,710725.0
PR,2022-01-09,2469332.285714286,749422.0
PR,2022-01-16,2482301.285714286,815925.4285714285
PR,2022-01-23,2502756.0,893858.4285714285
PR,2022-01-30,2524088.285714286,1002835.7142857143
PR,2022-02-06,2545354.714285714,1129632.4285714286
PR,2022-02-13,2562102.4285714286,1215848.4285714286
PR,2022-02-20,2579038.0,1282063.7142857143
PR,2022-02-27,2593956.5714285714,1337612.4285714286
PR,2022-03-06,2604843.1428571427,1380040.2857142857
PR,2022-03-13,2612476.8571428573,1410332.5714285714
PR,2022-03-20,2616067.714285714,1432811.857142857
PR,2022-03-27,2619448.285714286,1449878.142857143
PR,2022-04-03,2623507.75,1463303.75
RI,2022-01-02,812168.0,349350.0
RI,2022-01-09,815399.4285714285,362360.14285714284
RI,2022-01-16,822056.8571428572,388679.71428571426
RI,2022-01-23,827745.0,400224.14285714284
RI,2022-01-30,833588.0,409659.0
RI,2022-02-06,839320.2857142857,419153.85714285716
RI,2022-02-13,844244.8571428572,425076.14285714284
RI,2022-02-20,849427.8571428572,431669.0
RI,2022-02-27,853164.7142857143,436746.85714285716
RI,2022-03-06,855755.8571428572,441124.4285714286
RI,2022-03-13,858208.8571428572,444868.5714285714
RI,2022-03-20,860463.5714285715,448095.0
RI,2022-03-27,862373.5714285715,451291.4285714286
RI,2022-04-03,863637.25,453648.0
SC,2022-01-02,2741032.0,870944.0
SC,2022-01-09,2749998.4285714286,900632.8571428572
SC,2022-01-16,2767027.1428571427,958154.0
SC,2022-01-23,2799229.4285714286,1001912.5714285715
SC,2022-01-30,2819583.8571428573,1028294.5714285715
SC,2022-02-06,2833913.0,1050176.857142857
SC,2022-02-13,2845441.5714285714,1067030.7142857143
SC,2022-02-20,2856161.4285714286,1079779.4285714286
SC,2022-02-27,2871068.5714285714,1095022.857142857
SC,2022-03-06,2881580.1428571427,1108418.2857142857
SC,2022-03-13,2894401.714285714,1118342.5714285714
SC,2022-03-20,2902782.4285714286,1126270.2857142857
SC,2022-03-27,2906333.8571428573,1130879.142857143
SC,2022-04-03,2909522.75,1135711.5
SD,2022-01-02,506058.0,174074.0
SD,2022-01-09,508341.4285714286,179377.7142857143
SD,2022-01-16,511834.28571428574,187419.42857142858
SD,2022-01-23,516121.71428571426,193814.42857142858
SD,2022-01-30,519527.14285714284,199532.42857142858
SD,2022-02-06,522217.71428571426,203704.0
SD,2022-02-13,524827.5714285715,206902.85714285713
SD,2022-02-20,527064.4285714285,209145.57142857142
SD,2022-02-27,528828.1428571428,210895.7142857143
SD,2022-03-06,530590.2857142857,212585.85714285713
SD,2022-03-13,532051.5714285715,214049.2857142857
SD,2022-03-20,533231.0,215569.42857142858
SD,2022-03-27,534174.7142857143,217014.0
SD,2022-04-03,534895.5,218245.5
TN,2022-01-02,3510846.0,1244053.0
TN,2022-01-09,3523708.4285714286,1290529.0
TN,2022-01-16,3541660.8571428573,1349400.857142857
TN,2022-01-23,3572127.714285714,1399312.5714285714
TN,2022-01-30,3592362.8571428573,1433444.0
TN,2022-02-06,3608540.5714285714,1466635.7142857143
TN,2022-02-13,3621713.4285714286,1489384.2857142857
TN,2022-02-20,3637502.4285714286,1515065.0
TN,2022-02-27,3653592.1428571427,1539008.857142857
TN,2022-03-06,3663778.0,1552349.0
TN,2022-03-13,3671682.8571428573,1564277.5714285714
TN,2022-03-20,3677986.285714286,1573798.7142857143
TN,2022-03-27,3683548.0,1583153.857142857
TN,2022-04-03,3688015.75,1589872.75
TX,2022-01-02,16517978.0,4641618.0
TX,2022-01-09,16612142.142857144,4940243.714285715
TX,2022-01-16,16723002.714285715,5265239.571428572
TX,2022-01-23,16868336.85714286,5530993.571428572
TX,2022-01-30,17003625.0,5747963.142857143
TX,2022-02-06,17114669.85714286,5900078.857142857
TX,2022-02-13,17205981.42857143,6010312.285714285
TX,2022-02-20,17294599.85714286,6109061.285714285
TX,2022-02-27,17373992.714285713,6189158.0
TX,2022-03-06,17443391.285714287,6256162.142857143
TX,2022-03-13,17487375.0,6310466.0
TX,2022-03-20,17541255.42857143,6365610.857142857
TX,2022-03-27,17584386.714285713,6423110.285714285
TX,2022-04-03,17618289.5,6466276.0
UT,2022-01-02,1885145.0,567446.0
UT,2022-01-09,1894545.5714285714,596793.2857142857
UT,2022-01-16,1908255.857142857,633293.5714285715
UT,2022-01-23,1925396.142857143,665857.8571428572
UT,2022-01-30,1940349.142857143,707017.5714285715
UT,2022-02-06,1951814.7142857143,743201.4285714285
UT,2022-02-13,1992514.0,811686.5714285715
UT,2022-02-20,2019452.5714285714,853796.7142857143
UT,2022-02-27,2025764.0,863135.1428571428
UT,2022-03-06,2029629.4285714286,869006.1428571428
UT,2022-03-13,2032421.4285714286,873368.4285714285
UT,2022-03-20,2037991.857142857,882020.5714285715
UT,2022-03-27,2041847.4285714286,888254.8571428572
UT,2022-04-03,2044180.5,891762.0
VA,2022-01-02,5815658.0,2167365.0
VA,2022-01-09,5832541.571428572,2241027.8571428573
VA,2022-01-16,5867246.0,2386246.1428571427
VA,2022-01-23,5963332.571428572,2498729.5714285714
VA,2022-01-30,6012687.285714285,2560919.714285714
VA,2022-02-06,6035962.857142857,2614420.4285714286
VA,2022-02-13,6074425.714285715,2695142.285714286
VA,2022-02-20,6114030.571428572,2763567.8571428573
VA,2022-02-27,6135648.571428572,2791549.0
VA,2022-03-06,6151822.571428572,2815982.285714286
VA,2022-03-13,6164350.0,2835062.285714286
VA,2022-03-20,6174655.428571428,2852630.285714286
VA,2022-03-27,6183903.714285715,2869057.4285714286
VA,2022-04-03,6190576.0,2880788.25
VI,2022-01-02,53848.0,12205.0
VI,2022-01-09,53994.857142857145,12791.142857142857
VI,2022-01-16,54307.28571428572,13751.857142857143
VI,2022-01-23,54692.71428571428,14310.857142857143
VI,2022-01-30,55076.42857142857,14749.42857142857
VI,2022-02-06,55346.71428571428,15081.142857142857
VI,2022-02-13,55558.57142857143,15347.57142857143
VI,2022-02-20,55756.857142857145,15578.57142857143
VI,2022-02-27,55892.57142857143,15737.714285714286
VI,2022-03-06,56008.857142857145,15887.57142857143
VI,2022-03-13,56142.0,16005.142857142857
VI,2022-03-20,56263.42857142857,16092.285714285714
VI,2022-03-27,56373.28571428572,16168.285714285714
VI,2022-04-03,56414.0,16211.5
VT,2022-01-02,484216.0,240489.0
VT,2022-01-09,485944.4285714286,247228.0
VT,2022-01-16,489099.0,260894.85714285713
VT,2022-01-23,492269.85714285716,272332.0
VT,2022-01-30,494460.0,279405.14285714284
VT,2022-02-06,496050.85714285716,284000.28571428574
VT,2022-02-13,497475.71428571426,287066.85714285716
VT,2022-02-20,498852.85714285716,289711.4285714286
VT,2022-02-27,499688.71428571426,291713.4285714286
VT,2022-03-06,500501.85714285716,293364.85714285716
VT,2022-03-13,501541.4285714286,295245.85714285716
VT,2022-03-20,501999.4285714286,296532.14285714284
VT,2022-03-27,502241.4285714286,297648.0
VT,2022-04-03,502661.25,298466.5
WA,2022-01-02,5177022.0,1984286.0
WA,2022-01-09,5193284.714285715,2061461.857142857
WA,2022-01-16,5224732.142857143,2208785.285714286
WA,2022-01-23,5279783.571428572,2331294.714285714
WA,2022-01-30,5315670.0,2452840.4285714286
WA,2022-02-06,5340548.0,2547085.714285714
WA,2022-02-13,5363444.857142857,2611157.1428571427
WA,2022-02-20,5400233.0,2660587.1428571427
WA,2022-02-27,5429871.428571428,2698843.8571428573
WA,2022-03-06,5446516.428571428,2732388.8571428573
WA,2022-03-13,5459092.571428572,2757266.8571428573
WA,2022-03-20,5469323.0,2777651.4285714286
WA,2022-03-27,5478629.285714285,2797926.285714286
WA,2022-04-03,5485050.5,2811648.5
WI,2022-01-02,3611924.0,1619586.0
WI,2022-01-09,3625701.4285714286,1681101.4285714286
WI,2022-01-16,3648232.5714285714,1776853.2857142857
WI,2022-01-23,3670220.285714286,1850351.7142857143
WI,2022-01-30,3691204.0,1915831.0
WI,2022-02-06,3710495.714285714,1961230.4285714286
WI,2022-02-13,3728509.4285714286,1993849.142857143
WI,2022-02-20,3743073.1428571427,2016714.2857142857
WI,2022-02-27,3754032.0,2033892.5714285714
WI,2022-03-06,3765122.8571428573,2051906.142857143
WI,2022-03-13,3773036.8571428573,2066808.4285714286
WI,2022-03-20,3779527.0,2079837.142857143
WI,2022-03-27,3784636.285714286,2090079.142857143
WI,2022-04-03,3788412.25,2097682.75
WV,2022-01-02,987714.0,373083.0
WV,2022-01-09,990961.7142857143,384868.71428571426
WV,2022-01-16,995359.5714285715,401277.85714285716
WV,2022-01-23,1000534.1428571428,413553.0
WV,2022-01-30,1004775.0,424064.28571428574
WV,2022-02-06,1008115.8571428572,432077.4285714286
WV,2022-02-13,1011297.1428571428,438331.5714285714
WV,2022-02-20,1014112.4285714285,443562.0
WV,2022-02-27,1016298.5714285715,447313.85714285716
WV,2022-03-06,1018446.7142857143,451092.0
WV,2022-03-13,1020336.1428571428,453988.4285714286
WV,2022-03-20,1022043.2857142857,456397.71428571426
WV,2022-03-27,1023306.8571428572,458715.4285714286
WV,2022-04-03,1024226.75,460342.0
WY,2022-01-02,275399.0,99249.0
WY,2022-01-09,276480.5714285714,101724.85714285714
WY,2022-01-16,278178.85714285716,105923.42857142857
WY,2022-01-23,283739.4285714286,110659.71428571429
WY,2022-01-30,287765.85714285716,114713.85714285714
WY,2022-02-06,288973.14285714284,117198.71428571429
WY,2022-02-13,290160.71428571426,118760.28571428571
WY,2022-02-20,291536.14285714284,120305.57142857143
WY,2022-02-27,292470.85714285716,121374.57142857143
WY,2022-03-06,293244.28571428574,122280.28571428571
WY,2022-03-13,293845.28571428574,123026.71428571429
WY,2022-03-20,294421.85714285716,123802.85714285714
WY,2022-03-27,295010.0,124684.42857142857
WY,2022-04-03,295391.75,125414.25
